Date,Region,Total_State_Infections,SW.2,RV.1,XFG.1.1,SB.1.1,RW.1.1,XFZ,RF.5.4,RK.1,PJ.2.1,XFG.14.1,BA.3.2,LF.7.9,XFG.6,NB.1.8.1,XFG,XFG.23.1.3,PQ.2.8.1,Other,XFG.10.4,LF.7,XFG.2.5.1,PQ.17,MC.10.1,XFJ,PQ.2.1.6,LF.7.7.2,XFV,NW.1,BQ.1.1,XFY,XFC,PQ.17.11,KP.3.1.1,XFG.1,XEC,MC.1,LP.8.1,KP.3,JN.1,JN.1.7,B.1.1.529,XDV.1,PA.1,JN.1.16.1,BA.5,BA.2,XEC.4,XBB.1.5,XBB.1.16,LF.7.7.1,LF.7.2.1,KP.1.1.3,JN.1.16,XEK,MC.28.1,HV.1,EG.5,XEQ,LB.1.3.1,KP.2.3,JN.1.18,BQ.1,MC.19,LF.3.1,KS.1,LB.1,KP.1.1,KP.2,JN.1.11.1,LP.1,JN.1.18.6,GK.1.1,KV.2,JN.1.13,HF.1,XBB.1.16.15,KP.2.15,CH.1.1,BA.4.6,KP.4.1,JN.1.8.1,JN.1.32,JG.3,BF.7,XBB.1.9.1,XBB.1.16.11,KW.1.1,KQ.1,KP.1.2,JN.1.13.1,XDP,BA.2.86,BA.2.12.1,XBB.1.5.68,JN.1.4.3,EG.5.1.8,BA.1.1,XBB.2.3,XBB.1.16.6,XBB,JF.1,GE.1,XBB.1.16.1,HK.3,FL.1.5.1,XBB.1.16.17,JD.1.1,GK.2,BA.5.2.6,XBB.1.5.70,XBB.1.9.2,XBB.1.5.72,XBB.1.5.10,XBB.1.42.2,EG.6.1,XBB.2.3.8,XBB.1.5.59,XBB.1.5.1,FD.1.1,BF.11,FE.1.1,BA.2.75,EU.1.1,BA.4,FD.2,B.1.617.2,BN.1,BA.2.75.2
2024-06-06,US,446077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4909,0,71,0,0,34,0,0,0,0,0,112,0,0,0,2230,0,84,0,46,101749,50590,21421,165,4332,0,12244,148,292,0,223,354,0,0,8026,8691,109,0,153,213,0,393,26988,9710,80,0,6642,7547,32944,26574,59217,8612,2265,536,182,1660,209,114,119,1489,56,134,8345,5315,2215,78,97,71,70,7737,4603,4054,5325,3087,643,88,36,2330,41,151,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-07,US,427519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4661,0,69,0,0,33,0,0,0,0,0,106,0,0,0,2216,0,80,0,44,99952,46197,19411,160,4096,0,11899,142,262,0,218,337,0,0,7885,8146,105,0,125,200,0,380,26518,9416,76,0,6537,7268,32258,25757,56942,8051,2248,520,174,1441,194,109,114,1451,54,129,8102,4664,2007,73,93,67,67,7462,4185,3962,4775,2854,596,79,35,2216,39,146,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-08,US,419657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4531,0,68,0,0,32,0,0,0,0,0,102,0,0,0,2252,0,78,0,43,100486,43094,17953,159,3965,0,11840,140,239,0,218,328,77,0,7927,7814,104,0,102,192,0,376,26666,9349,74,0,6584,7167,32330,25561,56069,7703,2282,517,171,1268,184,107,112,1447,53,127,8054,4156,1856,71,91,66,65,7368,3884,3963,4364,2697,565,73,34,2157,39,145,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-09,US,411578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4387,0,67,0,0,32,0,0,0,0,0,99,0,0,0,2855,0,77,0,43,98985,41447,17165,158,3862,0,11550,137,230,0,209,319,74,0,7911,7540,103,0,100,183,0,377,26868,9178,71,0,6435,7030,32706,24899,54509,7425,2434,514,167,1202,175,105,110,1489,52,125,7816,3952,1769,68,89,64,64,7098,3706,3817,4177,2564,536,71,34,2061,38,141,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-10,US,419423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4412,0,68,0,0,32,0,0,0,0,0,100,0,0,0,3569,0,78,0,44,101313,41404,17040,162,3910,0,11708,140,230,0,209,322,74,0,8200,7558,105,0,101,181,0,392,28110,9361,72,0,6534,7164,34347,25199,55058,7434,2680,532,170,1183,174,106,111,1589,53,127,7880,3901,1750,68,91,65,64,7102,3672,3818,4151,2530,528,72,34,2045,38,141,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-11,US,431757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4482,0,71,0,0,33,0,0,0,0,0,101,0,0,0,4353,0,80,0,45,104747,41764,17077,168,3998,0,11987,145,231,0,210,329,75,0,8585,7651,109,0,103,181,0,412,29688,9646,73,0,6702,7376,36404,25761,56173,7516,2964,555,174,1175,174,109,114,1709,55,132,8024,3885,1747,69,94,66,66,7176,3673,3856,4165,2519,524,73,35,2047,39,143,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-12,US,450641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4615,0,74,0,0,35,0,0,0,0,0,104,0,0,0,5252,0,83,0,47,109803,42695,17339,177,4144,0,12444,151,236,0,214,341,77,0,9109,7851,114,0,107,183,0,439,31770,10077,75,0,6970,7699,39089,26701,58104,7702,3307,587,182,1182,176,114,119,1861,58,138,8284,3919,1767,71,98,69,68,7349,3721,3948,4234,2540,527,76,37,2077,41,147,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-13,US,475792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4806,0,79,0,0,37,0,0,0,0,0,109,0,0,0,6294,0,88,0,50,116433,44133,17794,189,4346,0,13067,160,244,0,221,357,80,0,9775,8146,121,0,113,187,0,473,34371,10649,77,0,7332,8130,42425,27994,60791,7982,3718,628,191,1200,180,120,126,2046,61,146,8650,3994,1806,73,104,72,72,7611,3809,4087,4351,2587,536,80,39,2130,43,153,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-14,US,501060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4992,0,83,0,0,39,0,0,0,0,0,113,0,0,0,7416,0,92,0,53,123144,45481,18200,201,4545,0,13686,169,251,0,227,373,83,0,10460,8428,129,0,118,191,0,508,37068,11225,80,0,7694,8563,45893,29273,63435,8247,4154,670,201,1214,184,126,132,2240,65,154,9008,4055,1840,76,109,75,75,7859,3887,4219,4456,2626,542,83,41,2176,45,158,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-15,US,534935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5255,0,89,0,0,42,0,0,0,0,0,119,0,0,0,8759,0,98,0,57,132033,47493,18855,216,4819,0,14531,181,262,0,237,395,87,0,11345,8837,138,0,125,197,0,553,40505,11995,84,0,8184,9143,50294,31030,67098,8636,4689,725,214,1242,190,134,141,2482,70,165,9509,4168,1897,79,117,80,79,8223,4016,4412,4623,2697,555,88,44,2253,48,166,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-16,US,579492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5612,0,97,0,0,45,0,0,0,0,0,127,0,0,0,10400,0,106,0,62,143641,50297,19802,236,5184,0,15654,196,277,0,250,424,93,0,12482,9400,150,0,135,206,0,611,44888,13006,90,0,8833,9905,55889,33374,72010,9172,5355,796,231,1288,198,145,152,2787,76,179,10184,4340,1982,84,127,86,86,8727,4205,4681,4862,2807,576,95,48,2363,52,177,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17,US,610673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5829,0,103,0,0,48,0,0,0,0,0,132,0,0,0,11920,0,112,0,65,152014,51790,20210,251,5424,0,16405,207,285,0,257,443,96,0,13356,9722,159,0,141,209,0,656,48366,13718,93,0,9275,10440,60378,34917,75172,9473,5933,849,243,1297,202,153,160,3041,80,189,10608,4389,2013,87,134,90,90,9005,4279,4828,4971,2838,580,99,51,2409,54,184,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-18,US,641203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6031,0,109,0,0,50,0,0,0,0,0,137,0,0,0,13525,0,117,0,69,160289,53105,20530,266,5655,0,17128,218,292,0,262,461,99,0,14236,10016,168,0,147,212,0,701,51900,14417,96,0,9702,10963,64952,36397,78181,9743,6535,903,255,1297,204,160,168,3302,85,199,11009,4415,2033,90,140,94,93,9255,4333,4960,5058,2853,580,103,54,2445,57,190,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-19,US,665934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6171,0,113,0,0,52,0,0,0,0,0,140,0,0,0,15095,0,122,0,72,167173,53829,20604,278,5832,0,17689,227,295,0,265,475,101,0,15006,10202,176,0,152,211,0,742,55060,14987,98,0,10039,11387,69074,37524,80418,9909,7103,949,264,1281,204,166,174,3543,88,207,11298,4384,2028,91,146,97,96,9404,4334,5038,5086,2831,573,106,56,2450,59,193,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-20,US,685863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6260,0,117,0,0,54,0,0,0,0,0,142,0,0,0,16626,0,125,0,74,172899,54077,20483,289,5963,0,18115,234,296,0,265,485,102,0,15682,10302,182,0,155,209,0,777,57902,15450,99,0,10302,11729,72805,38362,82024,9988,7642,990,271,1251,202,170,179,3766,91,214,11498,4308,2003,92,150,99,99,9471,4292,5071,5066,2780,560,109,58,2433,60,196,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-21,US,717779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6451,0,123,0,0,56,0,0,0,0,0,147,0,0,0,18529,0,130,0,78,181701,55167,20663,305,6196,0,18851,246,302,0,270,503,105,0,16650,10565,191,0,162,210,0,828,61846,16183,102,0,10741,12276,77935,39850,85002,10226,8339,1048,283,1238,203,178,187,4063,96,224,11887,4292,2006,94,157,103,102,9687,4312,5185,5122,2767,554,113,61,2451,63,201,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-22,US,744913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6591,0,129,0,0,59,0,0,0,0,0,150,0,0,0,20401,0,135,0,81,189355,55771,20642,319,6383,0,19451,256,304,0,272,517,107,0,17526,10741,200,0,167,208,0,874,65481,16810,104,0,11105,12742,82689,41047,87345,10377,9008,1101,293,1210,202,184,193,4344,100,234,12186,4229,1989,96,164,106,106,9821,4289,5253,5128,2724,542,116,63,2444,65,205,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-23,US,752034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6549,0,130,0,0,59,0,0,0,0,0,149,0,0,0,21780,0,136,0,82,191958,54809,20029,325,6397,0,19524,259,299,0,266,518,105,0,17943,10618,203,0,167,201,0,897,67416,16987,103,0,11170,12865,85305,41127,87301,10238,9452,1125,295,1146,194,186,195,4514,101,236,12150,4042,1913,94,165,107,106,9680,4142,5175,4988,2602,514,116,64,2368,65,203,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-24,US,752606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6449,0,131,0,0,59,0,0,0,0,0,147,0,0,0,22981,0,136,0,82,192898,53355,19234,327,6355,0,19426,259,290,0,258,513,103,0,18206,10400,204,0,166,191,0,913,68777,17015,101,0,11136,12876,87197,40846,86488,10008,9817,1139,295,1072,186,185,195,4645,102,237,12007,3818,1821,92,166,106,105,9452,3957,5050,4803,2455,481,116,64,2270,65,199,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-25,US,749821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6321,0,131,0,0,59,0,0,0,0,0,144,0,0,0,24076,0,135,0,82,192974,51667,18355,329,6284,0,19242,259,280,0,249,507,101,0,18387,10137,204,0,165,181,0,924,69828,16967,98,0,11053,12830,88694,40384,85292,9734,10137,1148,293,993,176,184,194,4756,102,237,11811,3577,1720,90,165,105,104,9182,3755,4903,4597,2297,446,114,64,2162,65,195,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-26,US,742635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6157,0,131,0,0,59,0,0,0,0,0,141,0,0,0,25014,0,134,0,82,191908,49695,17379,328,6177,0,18946,257,269,0,238,498,98,0,18457,9816,203,0,162,170,0,930,70452,16820,95,0,10906,12708,89647,39689,83606,9406,10393,1150,290,910,165,182,191,4837,101,235,11547,3319,1610,87,164,103,102,8862,3534,4729,4366,2128,409,112,64,2042,64,189,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-27,US,730901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5958,0,129,0,0,58,0,0,0,0,0,136,0,0,0,25770,0,131,0,81,189646,47456,16317,326,6034,0,18537,254,256,0,226,485,94,0,18408,9442,201,0,158,158,0,930,70612,16569,92,0,10692,12509,90005,38758,81431,9026,10577,1145,284,822,154,179,188,4885,100,232,11217,3046,1493,83,161,101,100,8494,3295,4530,4114,1950,370,110,63,1913,63,182,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-28,US,701631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5621,0,124,0,0,56,0,0,0,0,0,128,0,0,0,25842,0,126,0,78,182791,44160,14908,315,5748,0,17689,244,238,0,209,461,88,0,17903,8853,194,0,151,143,0,907,69006,15920,86,0,10225,12009,88105,36915,77350,8442,10487,1111,272,719,139,171,180,4809,96,223,10625,2712,1346,78,155,96,95,7934,2988,4228,3773,1733,324,104,60,1743,60,172,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-29,US,668472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5263,0,119,0,0,53,0,0,0,0,0,120,0,0,0,25673,0,120,0,74,174857,40744,13483,303,5435,0,16752,233,219,0,192,435,82,0,17279,8234,186,0,143,127,0,877,66909,15182,80,0,9704,11443,85564,34893,72913,7832,10309,1070,259,619,125,163,171,4695,92,213,9988,2381,1198,72,148,91,90,7350,2679,3914,3427,1519,279,99,58,1572,57,160,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,US,648974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5019,0,116,0,0,52,0,0,0,0,0,115,0,0,0,25946,0,116,0,73,170442,38265,12391,296,5235,0,16166,227,205,0,179,419,78,0,16990,7799,181,0,138,116,0,864,66088,14752,76,0,9385,11111,84644,33606,70027,7398,10317,1050,251,536,113,158,166,4669,90,208,9565,2116,1082,68,143,88,87,6933,2439,3689,3164,1346,243,95,56,1440,55,152,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-01,US,642402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4878,0,116,0,0,51,0,0,0,0,0,112,0,0,0,26695,0,114,0,72,169393,36599,11573,295,5142,0,15906,225,196,0,170,411,75,0,17031,7527,181,0,135,106,0,868,66538,14616,74,0,9254,10999,85347,32999,68567,7120,10518,1051,247,466,105,156,164,4731,89,206,9338,1900,990,66,142,86,85,6662,2254,3542,2970,1205,212,93,56,1340,54,147,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-02,US,648936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4837,0,117,0,0,52,0,0,0,0,0,111,0,0,0,27989,0,115,0,73,171800,35681,10992,300,5154,0,15970,227,190,0,165,411,74,0,17420,7408,183,0,136,99,0,890,68345,14778,73,0,9312,11113,87791,33065,68506,6987,10934,1073,249,406,98,157,165,4890,91,209,9302,1723,919,65,144,86,86,6526,2114,3467,2837,1089,185,93,57,1267,54,145,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-03,US,664164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4858,0,121,0,0,53,0,0,0,0,0,112,0,0,0,29691,0,118,0,75,176532,35197,10534,310,5233,0,16245,233,187,0,162,416,74,0,18049,7383,189,0,138,93,0,924,71106,15139,73,0,9493,11375,91464,33565,69337,6941,11507,1110,255,349,92,160,169,5117,93,214,9385,1563,857,64,147,88,87,6472,1998,3435,2737,983,160,95,58,1208,55,145,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-04,US,688461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4940,0,126,0,0,55,0,0,0,0,0,113,0,0,0,31862,0,122,0,78,183717,35115,10177,324,5381,0,16736,242,186,0,160,427,75,0,18937,7446,196,0,142,88,0,972,74906,15707,74,0,9802,11792,96483,34507,71068,6977,12255,1163,263,294,87,166,175,5422,97,222,9589,1412,803,65,153,90,90,6493,1899,3442,2664,882,135,97,60,1161,57,147,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-05,US,715080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5031,0,131,0,0,57,0,0,0,0,0,116,0,0,0,34220,0,126,0,81,191574,35050,9800,339,5544,0,17276,252,185,0,158,439,76,0,19907,7519,205,0,147,82,0,1023,79048,16329,75,0,10141,12249,101950,35544,72980,7020,13069,1220,273,233,82,172,181,5754,101,232,9815,1251,744,65,159,93,92,6521,1793,3453,2587,775,109,100,63,1111,59,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-06,US,739679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5098,0,136,0,0,59,0,0,0,0,0,117,0,0,0,36542,0,130,316,84,198837,34765,9335,353,5685,0,17749,261,182,0,155,450,76,0,20826,7551,213,0,151,75,0,1073,83011,16896,75,85,10443,12665,107196,36440,74585,7024,13863,1275,281,168,76,177,187,6074,105,240,9997,1069,676,65,164,95,95,6510,1669,3444,2489,654,80,103,65,1050,61,151,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-07,US,767424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309,0,142,0,0,62,0,0,0,0,0,119,0,0,0,40920,0,163,385,88,205055,35577,9484,360,5777,0,18219,272,185,0,159,462,80,0,21750,7651,222,0,153,79,0,1135,87220,17239,80,132,10759,13071,111403,37438,76676,7204,14503,1395,291,172,80,184,194,6323,109,250,10208,1074,688,67,171,98,98,6604,1690,3484,2527,657,84,106,67,1055,63,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-08,US,791395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5494,0,147,0,0,64,0,0,0,0,0,121,0,0,0,45291,0,196,456,91,210136,36174,9570,366,5830,0,18583,281,185,0,163,471,84,0,22573,7698,230,0,154,83,0,1193,91055,17474,83,181,11014,13405,115052,38220,78326,7342,15076,1513,300,175,84,189,199,6541,113,258,10354,1071,696,69,176,100,100,6655,1699,3502,2548,655,87,108,69,1052,65,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-09,US,807993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5629,0,151,0,0,65,0,0,0,0,0,121,0,0,0,49399,0,229,526,93,213192,36407,9557,368,5823,0,18763,287,184,0,164,476,88,0,23193,7664,236,0,154,86,0,1241,94099,17531,87,231,11163,13610,117637,38625,79208,7407,15515,1620,305,176,87,192,203,6699,116,264,10396,1056,696,70,180,102,101,6636,1690,3481,2543,645,90,109,70,1037,66,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-10,US,818275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5720,0,153,0,0,66,0,0,0,0,0,120,0,0,0,53226,0,262,594,95,214537,36338,9462,366,5766,0,18789,291,182,0,164,477,90,0,23636,7564,240,0,153,89,0,1280,96445,17440,89,281,11221,13706,119308,38715,79445,7412,15836,1718,308,176,90,194,205,6805,118,268,10350,1031,691,70,182,102,102,6559,1666,3431,2516,630,92,110,70,1013,66,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11,US,832268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5838,0,156,0,0,67,0,0,0,0,0,119,0,0,0,57389,0,296,667,97,216814,36418,9403,367,5731,0,18894,297,180,0,165,480,94,0,24191,7492,246,0,152,91,0,1325,99263,17419,92,333,11329,13862,121526,38969,80020,7447,16234,1826,313,177,93,197,208,6943,120,274,10346,1010,688,71,186,103,103,6507,1648,3393,2499,617,95,110,71,992,67,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-12,US,837727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5897,0,158,0,0,68,0,0,0,0,0,118,0,0,0,61040,0,328,734,98,216835,36112,9242,363,5634,0,18801,300,176,0,165,478,96,0,24501,7339,249,0,149,93,0,1357,101090,17212,94,383,11317,13873,122502,38814,79756,7404,16467,1916,314,175,95,198,209,7010,121,276,10232,977,678,71,187,103,103,6385,1613,3318,2454,597,97,110,71,960,67,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-13,US,853216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6026,0,162,0,0,69,0,0,0,0,0,117,0,0,0,65503,0,365,811,100,219417,36225,9187,363,5601,0,18927,306,174,0,166,482,99,0,25109,7269,254,0,148,96,0,1407,104157,17202,97,439,11440,14050,124949,39113,80427,7447,16901,2032,319,176,98,201,213,7162,124,282,10235,956,675,72,190,104,104,6335,1595,3281,2437,583,99,111,72,939,68,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-14,US,878340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6225,0,167,0,0,71,0,0,0,0,0,118,0,0,0,70865,0,407,900,103,224410,36721,9225,368,5625,0,19256,315,173,0,169,491,104,0,26007,7270,263,0,149,101,0,1473,108457,17372,102,502,11687,14381,128815,39834,81968,7569,17532,2174,328,179,103,207,218,7396,128,291,10346,943,680,74,196,106,106,6349,1594,3275,2445,575,103,113,74,927,70,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-15,US,901011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6407,0,172,0,0,73,0,0,0,0,0,118,0,0,0,76217,0,450,991,106,228695,37082,9224,371,5626,0,19519,324,172,0,171,498,108,0,26841,7240,271,0,149,105,0,1536,112521,17475,106,566,11897,14667,132332,40421,83235,7666,18121,2315,335,181,107,211,224,7610,132,299,10417,925,682,75,201,108,108,6336,1585,3256,2443,564,107,115,75,909,72,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-16,US,921422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6574,0,177,0,0,75,0,0,0,0,0,118,0,0,0,81545,0,494,1082,109,232335,37323,9189,372,5605,0,19721,332,170,0,173,503,112,0,27616,7182,279,0,148,109,0,1597,116364,17517,110,632,12072,14912,135527,40885,84253,7738,18672,2454,342,182,111,216,228,7806,136,306,10452,903,681,76,206,110,109,6298,1570,3223,2431,550,111,117,76,888,73,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-17,US,944481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6762,0,182,0,0,77,0,0,0,0,0,118,0,0,0,87278,0,540,1180,112,236569,37643,9169,375,5594,0,19970,341,169,0,175,510,117,0,28479,7133,287,0,148,113,0,1664,120602,17593,115,701,12278,15196,139120,41445,85472,7828,19282,2605,350,184,115,221,234,8026,140,315,10508,882,681,78,212,112,111,6269,1557,3194,2423,537,115,118,78,867,75,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-18,US,959241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6891,0,186,0,0,78,0,0,0,0,0,117,0,0,0,92392,0,583,1270,114,238662,37607,9058,374,5527,0,20032,347,165,0,176,512,121,0,29097,7013,293,0,146,116,0,1717,123833,17500,118,767,12372,15343,141498,41622,85905,7844,19729,2736,354,184,119,224,237,8176,142,321,10464,851,675,79,215,112,112,6178,1528,3132,2392,517,117,119,79,837,75,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-19,US,985270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101,0,192,0,0,80,0,0,0,0,0,117,0,0,0,98750,0,634,1378,118,243490,37986,9042,377,5519,0,20320,357,164,0,178,520,126,0,30065,6965,302,0,146,121,0,1791,128577,17596,123,844,12607,15667,145548,42268,87308,7949,20414,2902,363,187,124,229,243,8423,147,330,10533,828,676,80,221,114,114,6152,1515,3103,2385,503,122,121,80,814,77,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
