Source,Region,Date,Measure,Value
NWSS,Nationwide,2024-06-03,wastewater,120157614.08989401
NWSS,Nationwide,2024-06-03,inf,688071.4291500144
NWSS,Nationwide,2024-06-04,wastewater,118846512.72905718
NWSS,Nationwide,2024-06-04,inf,680563.5288480276
NWSS,Nationwide,2024-06-05,wastewater,116336862.7090722
NWSS,Nationwide,2024-06-05,inf,666192.250847904
NWSS,Nationwide,2024-06-06,wastewater,112574788.12550619
NWSS,Nationwide,2024-06-06,inf,644649.0797813863
NWSS,Nationwide,2024-06-07,wastewater,108385116.30402358
NWSS,Nationwide,2024-06-07,inf,620657.3128033872
NWSS,Nationwide,2024-06-08,wastewater,105723596.87844993
NWSS,Nationwide,2024-06-08,inf,605416.36874224
NWSS,Nationwide,2024-06-09,wastewater,102821214.4883455
NWSS,Nationwide,2024-06-09,inf,588796.1452613964
NWSS,Nationwide,2024-06-10,wastewater,104900289.2964271
NWSS,Nationwide,2024-06-10,inf,600701.7742582926
NWSS,Nationwide,2024-06-11,wastewater,116419661.7327487
NWSS,Nationwide,2024-06-11,inf,666666.3917750923
NWSS,Nationwide,2024-06-12,wastewater,136385169.6433735
NWSS,Nationwide,2024-06-12,inf,780997.020473261
NWSS,Nationwide,2024-06-13,wastewater,164708681.88013268
NWSS,Nationwide,2024-06-13,inf,943188.985509407
NWSS,Nationwide,2024-06-14,wastewater,199737642.17653993
NWSS,Nationwide,2024-06-14,inf,1143779.0767437103
NWSS,Nationwide,2024-06-15,wastewater,226719511.4204971
NWSS,Nationwide,2024-06-15,inf,1298288.2476560003
NWSS,Nationwide,2024-06-16,wastewater,246130778.65248823
NWSS,Nationwide,2024-06-16,inf,1409445.0685290967
NWSS,Nationwide,2024-06-17,wastewater,252597968.5857614
NWSS,Nationwide,2024-06-17,inf,1446478.8316715867
NWSS,Nationwide,2024-06-18,wastewater,250889245.54329067
NWSS,Nationwide,2024-06-18,inf,1436693.9877001112
NWSS,Nationwide,2024-06-19,wastewater,241477096.26023325
NWSS,Nationwide,2024-06-19,inf,1382796.1880673594
NWSS,Nationwide,2024-06-20,wastewater,224717279.0364109
NWSS,Nationwide,2024-06-20,inf,1286822.6496708577
NWSS,Nationwide,2024-06-21,wastewater,203953263.57085094
NWSS,Nationwide,2024-06-21,inf,1167919.441542972
NWSS,Nationwide,2024-06-22,wastewater,194197849.8859691
NWSS,Nationwide,2024-06-22,inf,1112055.9701604224
NWSS,Nationwide,2024-06-23,wastewater,194079044.81653914
NWSS,Nationwide,2024-06-23,inf,1111375.6439527816
NWSS,Nationwide,2024-06-24,wastewater,197574843.07614574
NWSS,Nationwide,2024-06-24,inf,1131394.0083546257
NWSS,Nationwide,2024-06-25,wastewater,196138062.42149854
NWSS,Nationwide,2024-06-25,inf,1123166.4172368576
NWSS,Nationwide,2024-06-26,wastewater,194238800.8655525
NWSS,Nationwide,2024-06-26,inf,1112290.472145673
NWSS,Nationwide,2024-06-27,wastewater,191750762.61082008
NWSS,Nationwide,2024-06-27,inf,1098042.9519141803
NWSS,Nationwide,2024-06-28,wastewater,185393869.55390987
NWSS,Nationwide,2024-06-28,inf,1061640.7936011024
NWSS,Nationwide,2024-06-29,wastewater,174885349.836617
NWSS,Nationwide,2024-06-29,inf,1001464.7303953256
NWSS,Nationwide,2024-06-30,wastewater,162198958.82383487
NWSS,Nationwide,2024-06-30,inf,928817.2892736142
NWSS,Nationwide,2024-07-01,wastewater,155974560.12305117
NWSS,Nationwide,2024-07-01,inf,893173.8475983859
NWSS,Nationwide,2024-07-02,wastewater,156165742.640587
NWSS,Nationwide,2024-07-02,inf,894268.6365475985
NWSS,Nationwide,2024-07-03,wastewater,158410562.62883377
NWSS,Nationwide,2024-07-03,inf,907123.3899412695
NWSS,Nationwide,2024-07-04,wastewater,162809173.74178568
NWSS,Nationwide,2024-07-04,inf,932311.6283869804
NWSS,Nationwide,2024-07-05,wastewater,168334008.65055043
NWSS,Nationwide,2024-07-05,inf,963949.082911066
NWSS,Nationwide,2024-07-06,wastewater,173679299.06801707
NWSS,Nationwide,2024-07-06,inf,994558.3925634411
NWSS,Nationwide,2024-07-07,wastewater,179913922.12933138
NWSS,Nationwide,2024-07-07,inf,1030260.3830906563
NWSS,Nationwide,2024-07-08,wastewater,186130459.46750337
NWSS,Nationwide,2024-07-08,inf,1065858.807402247
NWSS,Nationwide,2024-07-09,wastewater,190464551.1344996
NWSS,Nationwide,2024-07-09,inf,1090677.5812266525
NWSS,Nationwide,2024-07-10,wastewater,193594492.6931704
NWSS,Nationwide,2024-07-10,inf,1108600.9011738964
NWSS,Nationwide,2024-07-11,wastewater,197509400.12438387
NWSS,Nationwide,2024-07-11,inf,1131019.2553630015
NWSS,Nationwide,2024-07-12,wastewater,196244234.8272623
NWSS,Nationwide,2024-07-12,inf,1123774.4036680423
NWSS,Nationwide,2024-07-13,wastewater,198831512.22834137
NWSS,Nationwide,2024-07-13,inf,1138590.2076639186
NWSS,Nationwide,2024-07-14,wastewater,203706295.87241015
NWSS,Nationwide,2024-07-14,inf,1166505.2039309228
NWSS,Nationwide,2024-07-15,wastewater,208927681.85483602
NWSS,Nationwide,2024-07-15,inf,1196404.9863315935
NWSS,Nationwide,2024-07-16,wastewater,212563879.68076283
NWSS,Nationwide,2024-07-16,inf,1217227.3358240346
NWSS,Nationwide,2024-07-17,wastewater,213817601.28984812
NWSS,Nationwide,2024-07-17,inf,1224406.6563011722
NWSS,Nationwide,2024-07-18,wastewater,211640526.64701995
NWSS,Nationwide,2024-07-18,inf,1211939.84034279
NWSS,Nationwide,2024-07-19,wastewater,215168828.5012239
NWSS,Nationwide,2024-07-19,inf,1232144.3335634898
NWSS,Nationwide,2024-07-20,wastewater,218969315.9776844
NWSS,Nationwide,2024-07-20,inf,1253907.472497312
NWSS,Nationwide,2024-07-21,wastewater,217574451.4363543
NWSS,Nationwide,2024-07-21,inf,1245919.9101135777
NWSS,Nationwide,2024-07-22,wastewater,204670111.58107042
NWSS,Nationwide,2024-07-22,inf,1172024.4051660518
NWSS,Nationwide,2024-07-23,wastewater,190347002.35446838
NWSS,Nationwide,2024-07-23,inf,1090004.449043698
NWSS,Nationwide,2024-07-24,wastewater,171757957.55185848
NWSS,Nationwide,2024-07-24,inf,983556.0086286248
NWSS,Nationwide,2024-07-25,wastewater,154283351.10681668
NWSS,Nationwide,2024-07-25,inf,883489.2960732427
NWSS,Nationwide,2024-07-26,wastewater,137712211.7678319
NWSS,Nationwide,2024-07-26,inf,788596.2040791808
NWSS,Nationwide,2024-07-27,wastewater,116815653.26751153
NWSS,Nationwide,2024-07-27,inf,668934.0005597651
NWSS,Nationwide,2024-07-28,wastewater,94745592.1814306
NWSS,Nationwide,2024-07-28,inf,542551.8433577518
NWSS,Nationwide,2024-07-29,wastewater,81336198.4559942
NWSS,Nationwide,2024-07-29,inf,465764.19428048655
NWSS,Nationwide,2024-07-30,wastewater,69691160.70932068
NWSS,Nationwide,2024-07-30,inf,399079.96602288313
NWSS,Nationwide,2024-07-31,wastewater,64518309.66086916
NWSS,Nationwide,2024-07-31,inf,369458.1144186614
NWSS,Nationwide,2024-08-01,wastewater,59195923.468408324
NWSS,Nationwide,2024-08-01,inf,338979.9636857829
NWSS,Nationwide,2024-08-02,wastewater,54653987.248191886
NWSS,Nationwide,2024-08-02,inf,312970.9873106821
NWSS,Nationwide,2024-08-03,wastewater,48768478.91677336
NWSS,Nationwide,2024-08-03,inf,279268.16989418626
NWSS,Nationwide,2024-08-04,wastewater,44428632.27910116
NWSS,Nationwide,2024-08-04,inf,254416.44076413737
NWSS,Arizona,2024-04-28,wastewater,840294.8804983136
NWSS,Arizona,2024-04-28,inf,4961.038417616228
NWSS,Arizona,2024-04-29,wastewater,886389.6074759811
NWSS,Arizona,2024-04-29,inf,5233.178254110447
NWSS,Arizona,2024-04-30,wastewater,926131.8158319568
NWSS,Arizona,2024-04-30,inf,5467.813293583711
NWSS,Arizona,2024-05-01,wastewater,959521.5055662405
NWSS,Arizona,2024-05-01,inf,5664.943536036021
NWSS,Arizona,2024-05-02,wastewater,986558.6766788323
NWSS,Arizona,2024-05-02,inf,5824.568981467378
NWSS,Arizona,2024-05-03,wastewater,1001127.0538168867
NWSS,Arizona,2024-05-03,inf,5910.579595528658
NWSS,Arizona,2024-05-04,wastewater,997679.2690328232
NWSS,Arizona,2024-05-04,inf,5890.224130838371
NWSS,Arizona,2024-05-05,wastewater,973812.0753590427
NWSS,Arizona,2024-05-05,inf,5749.313996212662
NWSS,Arizona,2024-05-06,wastewater,929223.2753041943
NWSS,Arizona,2024-05-06,inf,5486.065040160078
NWSS,Arizona,2024-05-07,wastewater,893267.6800913147
NWSS,Arizona,2024-05-07,inf,5273.78588278431
NWSS,Arizona,2024-05-08,wastewater,865945.2897204041
NWSS,Arizona,2024-05-08,inf,5112.4765240853585
NWSS,Arizona,2024-05-09,wastewater,847256.1041914624
NWSS,Arizona,2024-05-09,inf,5002.136964063223
NWSS,Arizona,2024-05-10,wastewater,833122.6066025926
NWSS,Arizona,2024-05-10,inf,4918.693846485155
NWSS,Arizona,2024-05-11,wastewater,860744.2406174467
NWSS,Arizona,2024-05-11,inf,5081.769917380367
NWSS,Arizona,2024-05-12,wastewater,951608.21989538
NWSS,Arizona,2024-05-12,inf,5618.22408655011
NWSS,Arizona,2024-05-13,wastewater,1105835.3106546379
NWSS,Arizona,2024-05-13,inf,6528.769348756308
NWSS,Arizona,2024-05-14,wastewater,1267110.5071958203
NWSS,Arizona,2024-05-14,inf,7480.926102793584
NWSS,Arizona,2024-05-15,wastewater,1435433.809518927
NWSS,Arizona,2024-05-15,inf,8474.694348661933
NWSS,Arizona,2024-05-16,wastewater,1609028.7915519767
NWSS,Arizona,2024-05-16,inf,9499.58619908073
NWSS,Arizona,2024-05-17,wastewater,1867991.9162230964
NWSS,Arizona,2024-05-17,inf,11028.485208292228
NWSS,Arizona,2024-05-18,wastewater,2219634.3145863726
NWSS,Arizona,2024-05-18,inf,13104.555749753088
NWSS,Arizona,2024-05-19,wastewater,2545808.6019458
NWSS,Arizona,2024-05-19,inf,15030.264459853888
NWSS,Arizona,2024-05-20,wastewater,2847372.5969860703
NWSS,Arizona,2024-05-20,inf,16810.675836247625
NWSS,Arizona,2024-05-21,wastewater,3212059.0104254773
NWSS,Arizona,2024-05-21,inf,18963.757271639286
NWSS,Arizona,2024-05-22,wastewater,3639867.84226402
NWSS,Arizona,2024-05-22,inf,21489.508766028866
NWSS,Arizona,2024-05-23,wastewater,4132575.5185736814
NWSS,Arizona,2024-05-23,inf,24398.418206697006
NWSS,Arizona,2024-05-24,wastewater,4610085.576426332
NWSS,Arizona,2024-05-24,inf,27217.602039401438
NWSS,Arizona,2024-05-25,wastewater,4707836.910992098
NWSS,Arizona,2024-05-25,inf,27794.71864145242
NWSS,Arizona,2024-05-26,wastewater,4678950.971948844
NWSS,Arizona,2024-05-26,inf,27624.17820779237
NWSS,Arizona,2024-05-27,wastewater,4523884.960437274
NWSS,Arizona,2024-05-27,inf,26708.680019919062
NWSS,Arizona,2024-05-28,wastewater,4310844.096686932
NWSS,Arizona,2024-05-28,inf,25450.90262044137
NWSS,Arizona,2024-05-29,wastewater,4039828.380697817
NWSS,Arizona,2024-05-29,inf,23850.84600935927
NWSS,Arizona,2024-05-30,wastewater,3710837.8124699304
NWSS,Arizona,2024-05-30,inf,21908.51018667278
NWSS,Arizona,2024-05-31,wastewater,3370881.90193119
NWSS,Arizona,2024-05-31,inf,19901.435799312185
NWSS,Arizona,2024-06-01,wastewater,3341011.4308020347
NWSS,Arizona,2024-06-01,inf,19725.082761511745
NWSS,Arizona,2024-06-02,wastewater,3374034.5016835444
NWSS,Arizona,2024-06-02,inf,19920.048513550693
NWSS,Arizona,2024-06-03,wastewater,3468919.279431817
NWSS,Arizona,2024-06-03,inf,20480.24117755575
NWSS,Arizona,2024-06-04,wastewater,3565211.446592068
NWSS,Arizona,2024-06-04,inf,21048.742963874185
NWSS,Arizona,2024-06-05,wastewater,3662911.0031642974
NWSS,Arizona,2024-06-05,inf,21625.553872506007
NWSS,Arizona,2024-06-06,wastewater,3750009.7213098765
NWSS,Arizona,2024-06-06,inf,22139.778220260094
NWSS,Arizona,2024-06-07,wastewater,3643892.8724375376
NWSS,Arizona,2024-06-07,inf,21513.272244524705
NWSS,Arizona,2024-06-08,wastewater,3335108.2145617744
NWSS,Arizona,2024-06-08,inf,19690.23061230186
NWSS,Arizona,2024-06-09,wastewater,3119660.9947169614
NWSS,Arizona,2024-06-09,inf,18418.24626558672
NWSS,Arizona,2024-06-10,wastewater,2998014.1651463774
NWSS,Arizona,2024-06-10,inf,17700.052439958512
NWSS,Arizona,2024-06-11,wastewater,2854064.193475096
NWSS,Arizona,2024-06-11,inf,16850.18252375422
NWSS,Arizona,2024-06-12,wastewater,2687811.079703115
NWSS,Arizona,2024-06-12,inf,15868.636516973838
NWSS,Arizona,2024-06-13,wastewater,2511263.0516690644
NWSS,Arizona,2024-06-13,inf,14826.310102808486
NWSS,Arizona,2024-06-14,wastewater,2311072.9852134003
NWSS,Arizona,2024-06-14,inf,13644.40285386424
NWSS,Arizona,2024-06-15,wastewater,2258126.8729731212
NWSS,Arizona,2024-06-15,inf,13331.812948839854
NWSS,Arizona,2024-06-16,wastewater,2191262.1721281526
NWSS,Arizona,2024-06-16,inf,12937.048732880821
NWSS,Arizona,2024-06-17,wastewater,2109990.369159109
NWSS,Arizona,2024-06-17,inf,12457.226058536715
NWSS,Arizona,2024-06-18,wastewater,2044734.407005452
NWSS,Arizona,2024-06-18,inf,12071.959716046542
NWSS,Arizona,2024-06-19,wastewater,1995494.2856671803
NWSS,Arizona,2024-06-19,inf,11781.249705410293
NWSS,Arizona,2024-06-20,wastewater,1962270.0051442941
NWSS,Arizona,2024-06-20,inf,11585.096026627969
NWSS,Arizona,2024-06-21,wastewater,2046802.0810741957
NWSS,Arizona,2024-06-21,inf,12084.167109817718
NWSS,Arizona,2024-06-22,wastewater,2118847.4232855304
NWSS,Arizona,2024-06-22,inf,12509.517446724189
NWSS,Arizona,2024-06-23,wastewater,2264778.576694174
NWSS,Arizona,2024-06-23,inf,13371.084112414212
NWSS,Arizona,2024-06-24,wastewater,2485782.414419144
NWSS,Arizona,2024-06-24,inf,14675.874317424152
NWSS,Arizona,2024-06-25,wastewater,2701002.361097777
NWSS,Arizona,2024-06-25,inf,15946.516860285814
NWSS,Arizona,2024-06-26,wastewater,2910438.4167300756
NWSS,Arizona,2024-06-26,inf,17183.011740999216
NWSS,Arizona,2024-06-27,wastewater,3114090.581316038
NWSS,Arizona,2024-06-27,inf,18385.358959564343
NWSS,Arizona,2024-06-28,wastewater,3235079.032640982
NWSS,Arizona,2024-06-28,inf,19099.665769044113
NWSS,Arizona,2024-06-29,wastewater,3252626.1775905797
NWSS,Arizona,2024-06-29,inf,19203.2628065065
NWSS,Arizona,2024-06-30,wastewater,3197556.5175282387
NWSS,Arizona,2024-06-30,inf,18878.135633230944
NWSS,Arizona,2024-07-01,wastewater,3070841.9540981567
NWSS,Arizona,2024-07-01,inf,18130.0222841703
NWSS,Arizona,2024-07-02,wastewater,2998658.3954307362
NWSS,Arizona,2024-07-02,inf,17703.855927596804
NWSS,Arizona,2024-07-03,wastewater,3004243.2701348965
NWSS,Arizona,2024-07-03,inf,17736.8286120769
NWSS,Arizona,2024-07-04,wastewater,3087596.5782106393
NWSS,Arizona,2024-07-04,inf,18228.940337610606
NWSS,Arizona,2024-07-05,wastewater,3214126.846311069
NWSS,Arizona,2024-07-05,inf,18975.965620765084
NWSS,Arizona,2024-07-06,wastewater,3363883.609891899
NWSS,Arizona,2024-07-06,inf,19860.11840410917
NWSS,Arizona,2024-07-07,wastewater,3485040.7372631775
NWSS,Arizona,2024-07-07,inf,20575.421064409195
NWSS,Arizona,2024-07-08,wastewater,3576601.3161914567
NWSS,Arizona,2024-07-08,inf,21115.987906055314
NWSS,Arizona,2024-07-09,wastewater,3615851.654849801
NWSS,Arizona,2024-07-09,inf,21347.718983451643
NWSS,Arizona,2024-07-10,wastewater,3579554.324629291
NWSS,Arizona,2024-07-10,inf,21133.42224803173
NWSS,Arizona,2024-07-11,wastewater,3467709.3255299255
NWSS,Arizona,2024-07-11,inf,20473.097699795573
NWSS,Arizona,2024-07-12,wastewater,3512835.1175197363
NWSS,Arizona,2024-07-12,inf,20739.51701625511
NWSS,Arizona,2024-07-13,wastewater,3721982.852248741
NWSS,Arizona,2024-07-13,inf,21974.309671819887
NWSS,Arizona,2024-07-14,wastewater,3770000.2079411983
NWSS,Arizona,2024-07-14,inf,22257.80056511363
NWSS,Arizona,2024-07-15,wastewater,3613414.070454242
NWSS,Arizona,2024-07-15,inf,21333.327666649402
NWSS,Arizona,2024-07-16,wastewater,3468772.762047611
NWSS,Arizona,2024-07-16,inf,20479.376149827072
NWSS,Arizona,2024-07-17,wastewater,3336076.2827213057
NWSS,Arizona,2024-07-17,inf,19695.94601464664
NWSS,Arizona,2024-07-18,wastewater,3183846.4806980127
NWSS,Arizona,2024-07-18,inf,18797.19259644682
NWSS,Arizona,2024-07-19,wastewater,2906432.808907001
NWSS,Arizona,2024-07-19,inf,17159.36293061447
NWSS,Arizona,2024-07-20,wastewater,2422031.1819219342
NWSS,Arizona,2024-07-20,inf,14299.491786804085
NWSS,Arizona,2024-07-21,wastewater,2086219.2837744963
NWSS,Arizona,2024-07-21,inf,12316.883340095346
NWSS,Arizona,2024-07-22,wastewater,1941040.2773789421
NWSS,Arizona,2024-07-22,inf,11459.75729437604
NWSS,Arizona,2024-07-23,wastewater,1713057.6099612939
NWSS,Arizona,2024-07-23,inf,10113.764598408583
NWSS,Arizona,2024-07-24,wastewater,1482232.7355932377
NWSS,Arizona,2024-07-24,inf,8750.991724197715
NWSS,Arizona,2024-07-25,wastewater,1280043.8060520855
NWSS,Arizona,2024-07-25,inf,7557.28333640471
NWSS,Arizona,2024-07-26,wastewater,1252312.5626811327
NWSS,Arizona,2024-07-26,inf,7393.5601400311025
NWSS,Arizona,2024-07-27,wastewater,1260417.8220198303
NWSS,Arizona,2024-07-27,inf,7441.412987760195
NWSS,Arizona,2024-07-28,wastewater,1254825.0007304791
NWSS,Arizona,2024-07-28,inf,7408.393387232724
NWSS,Arizona,2024-07-29,wastewater,1225637.0499008491
NWSS,Arizona,2024-07-29,inf,7236.069898469569
NWSS,California,2024-04-28,wastewater,14750050.206611665
NWSS,California,2024-04-28,inf,87100.45425872353
NWSS,California,2024-04-29,wastewater,14656248.431820069
NWSS,California,2024-04-29,inf,86546.54582585864
NWSS,California,2024-04-30,wastewater,14536244.906582698
NWSS,California,2024-04-30,inf,85837.91355583844
NWSS,California,2024-05-01,wastewater,14389575.312079994
NWSS,California,2024-05-01,inf,84971.81560171746
NWSS,California,2024-05-02,wastewater,14196015.875785634
NWSS,California,2024-05-02,inf,83828.82865651071
NWSS,California,2024-05-03,wastewater,14351293.102882525
NWSS,California,2024-05-03,inf,84745.75550263845
NWSS,California,2024-05-04,wastewater,14764682.035121009
NWSS,California,2024-05-04,inf,87186.85660257646
NWSS,California,2024-05-05,wastewater,15406120.595111175
NWSS,California,2024-05-05,inf,90974.6125201232
NWSS,California,2024-05-06,wastewater,15891899.636002824
NWSS,California,2024-05-06,inf,93843.18412078552
NWSS,California,2024-05-07,wastewater,16259631.857606864
NWSS,California,2024-05-07,inf,96014.67798681483
NWSS,California,2024-05-08,wastewater,16504997.984579971
NWSS,California,2024-05-08,inf,97463.58838506429
NWSS,California,2024-05-09,wastewater,16656935.933124254
NWSS,California,2024-05-09,inf,98360.7964726282
NWSS,California,2024-05-10,wastewater,17121774.929597672
NWSS,California,2024-05-10,inf,101105.71511242072
NWSS,California,2024-05-11,wastewater,17436508.281903658
NWSS,California,2024-05-11,inf,102964.24559687522
NWSS,California,2024-05-12,wastewater,18316797.334782723
NWSS,California,2024-05-12,inf,108162.43647153268
NWSS,California,2024-05-13,wastewater,19269014.410280276
NWSS,California,2024-05-13,inf,113785.3691847768
NWSS,California,2024-05-14,wastewater,20235214.579755533
NWSS,California,2024-05-14,inf,119490.87340254738
NWSS,California,2024-05-15,wastewater,21219722.304359026
NWSS,California,2024-05-15,inf,125304.48548067771
NWSS,California,2024-05-16,wastewater,22213699.47634824
NWSS,California,2024-05-16,inf,131174.015549413
NWSS,California,2024-05-17,wastewater,22965629.152906757
NWSS,California,2024-05-17,inf,135614.23205589678
NWSS,California,2024-05-18,wastewater,23798925.279810518
NWSS,California,2024-05-18,inf,140534.92521752536
NWSS,California,2024-05-19,wastewater,24097660.21370048
NWSS,California,2024-05-19,inf,142298.98351429662
NWSS,California,2024-05-20,wastewater,24538556.831499457
NWSS,California,2024-05-20,inf,144902.52012288469
NWSS,California,2024-05-21,wastewater,25227895.805894382
NWSS,California,2024-05-21,inf,148973.1325592496
NWSS,California,2024-05-22,wastewater,26165671.951078054
NWSS,California,2024-05-22,inf,154510.7902007049
NWSS,California,2024-05-23,wastewater,27309493.579150807
NWSS,California,2024-05-23,inf,161265.16608421423
NWSS,California,2024-05-24,wastewater,28494378.219778936
NWSS,California,2024-05-24,inf,168262.02297603915
NWSS,California,2024-05-25,wastewater,30404891.0803702
NWSS,California,2024-05-25,inf,179543.78376286288
NWSS,California,2024-05-26,wastewater,33082326.256746948
NWSS,California,2024-05-26,inf,195354.29402174772
NWSS,California,2024-05-27,wastewater,35265553.122475766
NWSS,California,2024-05-27,inf,208246.4570375448
NWSS,California,2024-05-28,wastewater,36928707.7868697
NWSS,California,2024-05-28,inf,218067.544067221
NWSS,California,2024-05-29,wastewater,38071790.249928735
NWSS,California,2024-05-29,inf,224817.55511077621
NWSS,California,2024-05-30,wastewater,38693276.240621194
NWSS,California,2024-05-30,inf,228487.48920228743
NWSS,California,2024-05-31,wastewater,39823216.49348279
NWSS,California,2024-05-31,inf,235159.8942402951
NWSS,California,2024-06-01,wastewater,40128350.40342371
NWSS,California,2024-06-01,inf,236961.73910138456
NWSS,California,2024-06-02,wastewater,38504656.306162655
NWSS,California,2024-06-02,inf,227373.67048686196
NWSS,California,2024-06-03,wastewater,37211951.69458923
NWSS,California,2024-06-03,inf,219740.1263759462
NWSS,California,2024-06-04,wastewater,36404307.84735982
NWSS,California,2024-06-04,inf,214970.91237412457
NWSS,California,2024-06-05,wastewater,36081724.76447444
NWSS,California,2024-06-05,inf,213066.02848139705
NWSS,California,2024-06-06,wastewater,36280143.29948096
NWSS,California,2024-06-06,inf,214237.70886826597
NWSS,California,2024-06-07,wastewater,39815361.84608754
NWSS,California,2024-06-07,inf,235113.51179775523
NWSS,California,2024-06-08,wastewater,47549574.86821169
NWSS,California,2024-06-08,inf,280784.7778697029
NWSS,California,2024-06-09,wastewater,49095024.13567798
NWSS,California,2024-06-09,inf,289910.80329636805
NWSS,California,2024-06-10,wastewater,51120029.13140304
NWSS,California,2024-06-10,inf,301868.6510686269
NWSS,California,2024-06-11,wastewater,53159622.95520407
NWSS,California,2024-06-11,inf,313912.6472630755
NWSS,California,2024-06-12,wastewater,55250213.18926309
NWSS,California,2024-06-12,inf,326257.78212734667
NWSS,California,2024-06-13,wastewater,57394275.059199624
NWSS,California,2024-06-13,inf,338918.6721049666
NWSS,California,2024-06-14,wastewater,55796952.54118491
NWSS,California,2024-06-14,inf,329486.3301828756
NWSS,California,2024-06-15,wastewater,49761614.13354997
NWSS,California,2024-06-15,inf,293847.08085513505
