"Date of sample","Treatment plant","Location of treatment plant","Number of residents","Inflow","Method","Uncertainties","Coronavirus result from the sample","Normalized RNA count"
"2022-01-17","Nenäinniemi","Jyväskylä","154600","33371","qPCR A","","Detected","377550"
"2022-01-17","Mäkikylä","Kouvola","67107","17434","qPCR A","b","Detected","67666"
"2022-01-17","Lehtoniemi","Kuopio","95400","14822","qPCR A","","Detected","352829"
"2022-01-17","Toikansuo","Lappeenranta","63000","13338","qPCR A","","Detected","286697"
"2022-01-17","Taskila","Oulu","200000","39914","qPCR A","b","Detected","38389"
"2022-01-17","Luotsinmäki","Pori","112000","24729","qPCR A","","Detected","100497"
"2022-01-17","Viinikanlahti","Tampere","200000","62443","qPCR A","","Detected","413435"
"2022-01-17","Kakolanmäki","Turku","300000","82406","qPCR A","","Detected","659825"
"2022-01-17","Pått","Vaasa","69500","15269","qPCR A","","Detected","284988"
"2022-01-10","Aggregated","Aggregated","","","qPCR A","","","425667"
"2022-01-10","Suomenoja","Espoo","390000","84023","qPCR A","","Detected","464057"
"2022-01-10","Viikinmäki","Helsinki","910000","238813","qPCR A","","Detected","754568"
"2022-01-10","Paroinen","Hämeenlinna","66000","13227","qPCR A","b","Detected","148357"
"2022-01-10","Kuhasalo","Joensuu","98000","15411","qPCR A","b","Detected","114329"
"2022-01-10","Nenäinniemi","Jyväskylä","154600","31739","qPCR A","","Detected","247100"
"2022-01-10","Lehtoniemi","Kuopio","95400","14441","qPCR A","b","Detected","288917"
"2022-01-10","Toikansuo","Lappeenranta","63000","12923","qPCR A","","Detected","114584"
"2022-01-10","Taskila","Oulu","200000","38495","qPCR A","b","Detected","48829"
"2022-01-10","Alheda","Jakobstad","30500","6626","qPCR A","","Detected","150165"
"2022-01-10","Luotsinmäki","Pori","112000","21916","qPCR A","","Detected","15097"
"2022-01-10","Alakorkalo","Rovaniemi","55000","9659","qPCR A","","Detected","310765"
"2022-01-10","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","11317","qPCR A","(a)","Detected","244918"
"2022-01-10","Viinikanlahti","Tampere","200000","58078","qPCR A","","Detected","188231"
"2022-01-10","Kakolanmäki","Turku","300000","61994","qPCR A","b","Detected","61008"
"2022-01-10","Pått","Vaasa","69500","14489","qPCR A","","Detected","178598"
"2022-01-04","Pått","Vaasa","69500","14910","qPCR A","b","Detected","120780"
"2022-01-03","Aggregated","Aggregated","","","qPCR A","","","360154"
"2022-01-03","Suomenoja","Espoo","390000","80823","qPCR A","b","Detected","420586"
"2022-01-03","Viikinmäki","Helsinki","910000","211143","qPCR A","b","Detected","603753"
"2022-01-03","Paroinen","Hämeenlinna","66000","12494","qPCR A","","Detected","141112"
"2022-01-03","Kuhasalo","Joensuu","98000","15093","qPCR A","b","Detected","61184"
"2022-01-03","Nenäinniemi","Jyväskylä","154600","30668","qPCR A","","Detected","373015"
"2022-01-03","Mäkikylä","Kouvola","67107","17371","qPCR A","b","Detected","30289"
"2022-01-03","Lehtoniemi","Kuopio","95400","14030","qPCR A","","Detected","112171"
"2022-01-03","Toikansuo","Lappeenranta","63000","12767","qPCR A","","Detected","126020"
"2022-01-03","Taskila","Oulu","200000","36142","qPCR A","b","Detected","46168"
"2022-01-03","Luotsinmäki","Pori","112000","22277","qPCR A","b","Detected","27647"
"2022-01-03","Alakorkalo","Rovaniemi","55000","9824","qPCR A","","Detected","357099"
"2022-01-03","Viinikanlahti","Tampere","200000","56874","qPCR A","b","Detected","291240"
"2022-01-03","Kakolanmäki","Turku","300000","59123","qPCR A","b","Detected","109043"
"2021-12-20","Aggregated","Aggregated","","","qPCR A","","","137868"
"2021-12-20","Suomenoja","Espoo","390000","97990","qPCR A","b","Detected","87465"
"2021-12-20","Viikinmäki","Helsinki","910000","257257","qPCR A","","Detected","194854"
"2021-12-20","Paroinen","Hämeenlinna","66000","15331","qPCR A","","Detected","96757"
"2021-12-20","Kuhasalo","Joensuu","98000","16081","qPCR A","","Detected","17730"
"2021-12-20","Nenäinniemi","Jyväskylä","154600","33548","qPCR A","b","Detected","95048"
"2021-12-20","Mäkikylä","Kouvola","67107","22628","qPCR A","b","Detected","6046"
"2021-12-20","Lehtoniemi","Kuopio","95400","15977","qPCR A","b","Detected","89101"
"2021-12-20","Toikansuo","Lappeenranta","63000","14200","qPCR A","b","Detected (low volume)",""
"2021-12-20","Taskila","Oulu","200000","42990","qPCR A","b","Detected","49638"
"2021-12-20","Luotsinmäki","Pori","112000","26249","qPCR A","","Detected","14903"
"2021-12-20","Viinikanlahti","Tampere","200000","67442","qPCR A","b","Detected","124012"
"2021-12-20","Kakolanmäki","Turku","300000","68353","qPCR A","b","Detected","118105"
"2021-12-20","Pått","Vaasa","69500","16691","qPCR A","","Detected","7140"
"2021-12-13","Aggregated","Aggregated","","","qPCR A","","","83324"
"2021-12-13","Suomenoja","Espoo","390000","90850","qPCR A","","Detected","114177"
"2021-12-13","Viikinmäki","Helsinki","910000","254132","qPCR A","b","Detected","119934"
"2021-12-13","Paroinen","Hämeenlinna","66000","14225","qPCR A","b","Detected","40530"
"2021-12-13","Kuhasalo","Joensuu","98000","16746","qPCR A","b","Detected","27364"
"2021-12-13","Nenäinniemi","Jyväskylä","154600","33365","qPCR A","b","Detected","68670"
"2021-12-13","Mäkikylä","Kouvola","67107","18531","qPCR A","b","Detected","10709"
"2021-12-13","Lehtoniemi","Kuopio","95400","17964","qPCR A","b","Detected","21449"
"2021-12-13","Toikansuo","Lappeenranta","63000","13829","qPCR A","","Detected","91974"
"2021-12-13","Taskila","Oulu","200000","42804","qPCR A","b","Detected","22401"
"2021-12-13","Alheda","Jakobstad","30500","7477","qPCR A","b","Detected (low volume)",""
"2021-12-13","Luotsinmäki","Pori","112000","24532","qPCR A","b","Detected","8133"
"2021-12-13","Alakorkalo","Rovaniemi","55000","11067","qPCR A","b","Detected","31477"
"2021-12-13","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","12601","qPCR A","b","Detected","37141"
"2021-12-13","Viinikanlahti","Tampere","200000","68230","qPCR A","","Detected","81968"
"2021-12-13","Kakolanmäki","Turku","300000","63820","qPCR A","","Detected","77422"
"2021-12-13","Pått","Vaasa","69500","15671","qPCR A","","Detected","13549"
"2021-12-07","Suomenoja","Espoo","390000","88253","qPCR A","b","Detected","99633"
"2021-12-07","Viikinmäki","Helsinki","910000","220084","qPCR A","b","Detected","169174"
"2021-12-07","Paroinen","Hämeenlinna","66000","14487","qPCR A","b","Detected","120876"
"2021-12-07","Kuhasalo","Joensuu","98000","16556","qPCR A","","Detected","70900"
"2021-12-07","Nenäinniemi","Jyväskylä","154600","33421","qPCR A","b","Detected","153572"
"2021-12-07","Mäkikylä","Kouvola","67107","20340","qPCR A","","Detected","221916"
"2021-12-07","Lehtoniemi","Kuopio","95400","16073","qPCR A","b","Detected","59913"
"2021-12-07","Toikansuo","Lappeenranta","63000","13840","qPCR A","b","Detected","7441"
"2021-12-07","Taskila","Oulu","200000","40389","qPCR A","","Detected","303919"
"2021-12-07","Luotsinmäki","Pori","112000","25835","qPCR A","","Detected","202648"
"2021-12-07","Alakorkalo","Rovaniemi","55000","11388","qPCR A","b","Detected","111863"
"2021-12-07","Viinikanlahti","Tampere","200000","68451","qPCR A","b","Detected","240533"
"2021-12-07","Kakolanmäki","Turku","300000","63089","qPCR A","","Detected","219274"
"2021-12-07","Pått","Vaasa","69500","16633","qPCR A","b","Detected","20960"
"2021-12-06","Aggregated","Aggregated","","","qPCR A","","","180971"
"2021-11-29","Aggregated","Aggregated","","","qPCR A","","","93228"
"2021-11-29","Suomenoja","Espoo","390000","101237","qPCR A","","Detected","80473"
"2021-11-29","Viikinmäki","Helsinki","910000","243536","qPCR A","","Detected","115837"
"2021-11-29","Paroinen","Hämeenlinna","66000","15898","qPCR A","","Detected","144060"
"2021-11-29","Kuhasalo","Joensuu","98000","17846","qPCR A","","Detected (low volume)",""
"2021-11-29","Nenäinniemi","Jyväskylä","154600","35923","qPCR A","","Detected","147421"
"2021-11-29","Mäkikylä","Kouvola","67107","24743","qPCR A","b","Detected (low volume)",""
"2021-11-29","Lehtoniemi","Kuopio","95400","16817","qPCR A","","Detected","24758"
"2021-11-29","Toikansuo","Lappeenranta","63000","14339","qPCR A","","Detected","54748"
"2021-11-29","Taskila","Oulu","200000","45767","qPCR A","","Detected","42060"
"2021-11-29","Luotsinmäki","Pori","112000","30132","qPCR A","","Detected (low volume)",""
"2021-11-29","Viinikanlahti","Tampere","200000","71343","qPCR A","","Detected","170966"
"2021-11-29","Kakolanmäki","Turku","300000","74454","qPCR A","","Detected","78894"
"2021-11-29","Pått","Vaasa","69500","17379","qPCR A","","Detected","7027"
"2021-11-22","Aggregated","Aggregated","","","qPCR A","","","85151"
"2021-11-22","Suomenoja","Espoo","390000","108267","qPCR A","b","Detected","48046"
"2021-11-22","Viikinmäki","Helsinki","910000","280961","qPCR A","b","Detected","98071"
"2021-11-22","Paroinen","Hämeenlinna","66000","17735","qPCR A","b","Detected","54129"
"2021-11-22","Kuhasalo","Joensuu","98000","18736","qPCR A","b","Detected","11301"
"2021-11-22","Nenäinniemi","Jyväskylä","154600","38477","qPCR A","","Detected","82917"
"2021-11-22","Mäkikylä","Kouvola","67107","29687","qPCR A","b","Detected","10861"
"2021-11-22","Lehtoniemi","Kuopio","95400","19406","qPCR A","b","Detected","11334"
"2021-11-22","Toikansuo","Lappeenranta","63000","15117","qPCR A","","Detected","76418"
"2021-11-22","Taskila","Oulu","200000","43352","qPCR A","(a) (b)","Detected","40844"
"2021-11-22","Luotsinmäki","Pori","112000","33261","qPCR A","b","Detected (low volume)",""
"2021-11-22","Alakorkalo","Rovaniemi","55000","15852","qPCR A","b","Detected","10638"
"2021-11-22","Viinikanlahti","Tampere","200000","73165","qPCR A","b","Detected","103196"
"2021-11-22","Kakolanmäki","Turku","300000","90883","qPCR A","","Detected","142968"
"2021-11-22","Pått","Vaasa","69500","18035","qPCR A","b","Detected","6417"
"2021-11-15","Aggregated","Aggregated","","","qPCR A","","","45673"
"2021-11-15","Suomenoja","Espoo","390000","112066","qPCR A","b","Detected","44033"
"2021-11-15","Viikinmäki","Helsinki","910000","284000","qPCR A","b","Detected","54394"
"2021-11-15","Paroinen","Hämeenlinna","66000","16337","qPCR A","b","Detected","49301"
"2021-11-15","Kuhasalo","Joensuu","98000","18897","qPCR A","b","Detected","8797"
"2021-11-15","Nenäinniemi","Jyväskylä","154600","41465","qPCR A","","Detected","88088"
"2021-11-15","Mäkikylä","Kouvola","67107","27202","qPCR A","b","Detected","12132"
"2021-11-15","Lehtoniemi","Kuopio","95400","19377","qPCR A","b","Detected","5553"
"2021-11-15","Toikansuo","Lappeenranta","63000","14823","qPCR A","","Detected","49043"
"2021-11-15","Taskila","Oulu","200000","47329","qPCR A","","Detected","58437"
"2021-11-15","Luotsinmäki","Pori","112000","35319","qPCR A","b","Detected (low volume)",""
"2021-11-15","Viinikanlahti","Tampere","200000","68179","qPCR A","b","Detected","38998"
"2021-11-15","Kakolanmäki","Turku","300000","94443","qPCR A","b","Detected","48644"
"2021-11-15","Pått","Vaasa","69500","17942","qPCR A","b","Detected","8204"
"2021-11-08","Aggregated","Aggregated","","","qPCR A","","","134146"
"2021-11-08","Suomenoja","Espoo","390000","137981","qPCR A","","Detected","79144"
"2021-11-08","Viikinmäki","Helsinki","910000","364853","qPCR A","","Detected","153439"
"2021-11-08","Paroinen","Hämeenlinna","66000","17126","qPCR A","","Detected","126395"
"2021-11-08","Kuhasalo","Joensuu","98000","19854","qPCR A","b","Detected","3726"
"2021-11-08","Nenäinniemi","Jyväskylä","154600","41727","qPCR A","","Detected","77864"
"2021-11-08","Mäkikylä","Kouvola","67107","33339","qPCR A","b","Detected","15833"
"2021-11-08","Lehtoniemi","Kuopio","95400","21185","qPCR A","b","Detected","9802"
"2021-11-08","Toikansuo","Lappeenranta","63000","15330","qPCR A","","Detected","98066"
"2021-11-08","Taskila","Oulu","200000","49374","qPCR A","","Detected","26985"
"2021-11-08","Alheda","Jakobstad","30500","10623","qPCR A","b","Detected (low volume)",""
"2021-11-08","Luotsinmäki","Pori","112000","33463","qPCR A","b","Detected (low volume)",""
"2021-11-08","Alakorkalo","Rovaniemi","55000","18808","qPCR A","b","Detected (low volume)",""
"2021-11-08","Seinäjoenkeskuspuhdistamo","Seinäjoki","55000","16527","qPCR A","","Detected (low volume)",""
"2021-11-08","Viinikanlahti","Tampere","200000","72704","qPCR A","","Detected","182880"
"2021-11-08","Kakolanmäki","Turku","300000","98892","qPCR A","","Detected","251878"
"2021-11-08","Pått","Vaasa","69500","19473","qPCR A","","Detected (low volume)",""
"2021-11-01","Aggregated","Aggregated","","","qPCR A","","","33941"
"2021-11-01","Suomenoja","Espoo","390000","114126","qPCR A","b","Detected","25848"
"2021-11-01","Viikinmäki","Helsinki","910000","282565","qPCR A","b","Detected","37935"
"2021-11-01","Paroinen","Hämeenlinna","66000","17163","qPCR A","b","Detected (low volume)",""
"2021-11-01","Kuhasalo","Joensuu","98000","21237","qPCR A","b","Detected (low volume)",""
"2021-11-01","Nenäinniemi","Jyväskylä","154600","41575","qPCR A","b","Detected","10563"
"2021-11-01","Mäkikylä","Kouvola","67107","33723","qPCR A","b","Detected","16412"
"2021-11-01","Lehtoniemi","Kuopio","95400","21949","qPCR A","b","Detected","4838"
"2021-11-01","Toikansuo","Lappeenranta","63000","15869","qPCR A","b","Detected (low volume)",""
"2021-11-01","Taskila","Oulu","200000","52429","qPCR A","b","Detected","28167"
"2021-11-01","Luotsinmäki","Pori","112000","36523","qPCR A","b","Detected (low volume)",""
"2021-11-01","Alakorkalo","Rovaniemi","55000","22357","qPCR A","b","Detected (low volume)",""
"2021-11-01","Viinikanlahti","Tampere","200000","76491","qPCR A","b","Detected","28122"
"2021-11-01","Kakolanmäki","Turku","300000","91800","qPCR A","","Detected","63122"
"2021-11-01","Pått","Vaasa","69500","20686","qPCR A","b","Detected (low volume)",""
"2021-10-25","Aggregated","Aggregated","","","qPCR A","","","102024"
"2021-10-25","Suomenoja","Espoo","390000","134024","qPCR A","","Detected","153392"
"2021-10-25","Viikinmäki","Helsinki","910000","333755","qPCR A","b","Detected","97332"
"2021-10-25","Paroinen","Hämeenlinna","66000","21062","qPCR A","b","Detected","10011"
"2021-10-25","Kuhasalo","Joensuu","98000","18960","qPCR A","","Detected (low volume)",""
"2021-10-25","Nenäinniemi","Jyväskylä","154600","45599","qPCR A","","Detected","136021"
"2021-10-25","Mäkikylä","Kouvola","67107","40214","qPCR A","b","Detected","28890"
"2021-10-25","Lehtoniemi","Kuopio","95400","23849","qPCR A","b","Detected","211516"
"2021-10-25","Toikansuo","Lappeenranta","63000","16910","qPCR A","","Detected (low volume)",""
"2021-10-25","Taskila","Oulu","200000","47759","qPCR A","b","Detected","49111"
"2021-10-25","Luotsinmäki","Pori","112000","52986","qPCR A","","Detected (low volume)",""
"2021-10-25","Viinikanlahti","Tampere","200000","100601","qPCR A","","Detected","113790"
"2021-10-25","Kakolanmäki","Turku","300000","118862","qPCR A","","Detected","165250"
"2021-10-25","Pått","Vaasa","69500","24557","qPCR A","b","Detected (low volume)",""
"2021-10-18","Aggregated","Aggregated","","","qPCR A","","","30105"
"2021-10-18","Suomenoja","Espoo","390000","99618","qPCR A","b","Detected","13068"
"2021-10-18","Viikinmäki","Helsinki","910000","251723","qPCR A","","Detected","42530"
"2021-10-18","Paroinen","Hämeenlinna","66000","14398","qPCR A","","Detected","8990"
"2021-10-18","Kuhasalo","Joensuu","98000","16750","qPCR A","","Detected (low volume)",""
"2021-10-18","Nenäinniemi","Jyväskylä","154600","35370","qPCR A","","Detected","78317"
"2021-10-18","Mäkikylä","Kouvola","67107","22478","qPCR A","b","Detected","7717"
"2021-10-18","Lehtoniemi","Kuopio","95400","16876","qPCR A","b","Detected","30897"
"2021-10-18","Toikansuo","Lappeenranta","63000","12563","qPCR A","","Detected (low volume)",""
"2021-10-18","Taskila","Oulu","200000","55802","qPCR A","","Detected","12712"
"2021-10-18","Luotsinmäki","Pori","112000","31694","qPCR A","","Detected (low volume)",""
"2021-10-18","Alakorkalo","Rovaniemi","55000","19213","qPCR A","","Detected (low volume)",""
"2021-10-18","Viinikanlahti","Tampere","200000","61678","qPCR A","","Detected","45373"
"2021-10-18","Kakolanmäki","Turku","300000","76625","qPCR A","","Detected","13718"
"2021-10-18","Pått","Vaasa","69500","22306","qPCR A","","Detected","7385"
"2021-10-11","Aggregated","Aggregated","","","qPCR A","","","40061"
"2021-10-11","Suomenoja","Espoo","390000","85757","qPCR A","","Detected","29826"
"2021-10-11","Viikinmäki","Helsinki","910000","224737","qPCR A","","Detected","46871"
"2021-10-11","Paroinen","Hämeenlinna","66000","14101","qPCR A","","Detected","6807"
"2021-10-11","Kuhasalo","Joensuu","98000","16291","qPCR A","","Detected (low volume)",""
"2021-10-11","Nenäinniemi","Jyväskylä","154600","34834","qPCR A","","Detected","138282"
"2021-10-11","Mäkikylä","Kouvola","67107","17018","qPCR A","","Detected (low volume)",""
"2021-10-11","Lehtoniemi","Kuopio","95400","15561","qPCR A","","Detected","54271"
"2021-10-11","Toikansuo","Lappeenranta","63000","12267","qPCR A","","Detected","4506"
"2021-10-11","Taskila","Oulu","200000","45929","qPCR A","","Detected (low volume)",""
"2021-10-11","Luotsinmäki","Pori","112000","26017","qPCR A","","Detected (low volume)",""
